clienteid,evadio,genero,adulto mayor,tiene pareja,tiene dependientes,meses de contrato,servicio telefonico,multilineas,servicio internet,seguridad en linea,respaldo en linea,proteccion de dispositivos,soporte tecnico,television por streaming,suscripcion peliculas,tipo de contrato,factura online,metodo de pago,total del mes,total cliente,cuentas_diarias,cantidad_servicios,evadio_numeric
8129-GMVGI,No,Mujer,0,Si,Si,56,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,20.05,1090.1,0.6683333333333333,1,0
8132-YPVBX,No,Mujer,0,No,No,6,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Cheque por correo,85.95,514.6,2.865,3,0
8133-ANHHJ,No,Mujer,1,No,No,49,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Anual,No,Transferencia bancaria (automatico),103.0,5166.2,3.433333333333333,7,0
8138-EALND,No,Hombre,0,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.75,311.6,0.6583333333333333,1,0
8143-ETQTI,No,Mujer,0,Si,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Cheque por correo,19.65,451.55,0.6549999999999999,1,0
8144-DGHXP,No,Mujer,0,No,No,54,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Cheque electronico,80.6,4299.95,2.6866666666666665,6,0
8146-QQKZH,No,Mujer,0,Si,No,71,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),81.85,5924.4,2.728333333333333,6,0
8148-BPLZQ,No,Hombre,0,No,No,34,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque electronico,49.8,1734.2,1.66,2,0
8148-NLEGT,No,Mujer,0,Si,Si,42,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque electronico,22.95,1014.25,0.765,2,0
8148-WOCMK,No,Hombre,0,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.6,125.0,0.6533333333333334,1,0
8149-AIQCG,No,Hombre,0,No,No,39,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),73.15,2730.85,2.4383333333333335,2,0
8149-RSOUN,Si,Mujer,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,93.85,93.85,3.128333333333333,4,1
8150-QUDFX,No,Hombre,0,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.85,51.6,0.6616666666666667,1,0
8152-UOBNY,No,Mujer,1,No,No,50,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Anual,Si,Cheque electronico,106.8,5347.95,3.56,6,0
8152-VETUR,No,Mujer,0,Si,No,72,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Dos años,Si,Tarjeta de credito (automatico),97.7,6869.7,3.256666666666667,5,0
8155-IBNHG,Si,Mujer,0,Si,No,24,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),75.4,1747.85,2.5133333333333336,2,1
8158-WPEZG,No,Hombre,0,No,No,11,No,Sin servicio telefonico,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque electronico,35.65,425.1,1.1883333333333332,2,0
8160-HOWOX,No,Mujer,0,No,No,7,Si,No,DSL,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,66.85,458.1,2.228333333333333,3,0
8161-QYMTT,No,Hombre,0,No,No,7,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,94.1,701.3,3.1366666666666663,4,0
8164-OCKUJ,No,Mujer,0,Si,Si,59,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,20.6,1286.0,0.6866666666666668,1,0
8165-CBKXO,No,Hombre,0,Si,Si,66,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de credito (automatico),56.75,3708.4,1.8916666666666666,4,0
8165-ZJRNM,No,Mujer,0,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),23.75,1679.25,0.7916666666666666,2,0
8166-ORCHU,No,Hombre,1,Si,No,33,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Anual,Si,Cheque electronico,93.55,3055.5,3.118333333333333,5,0
8166-ZZTFS,Si,Mujer,1,Si,No,66,Si,Si,DSL,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automatico),80.55,5265.1,2.685,6,1
8167-GJLRN,No,Hombre,0,No,No,3,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mensual,No,Cheque electronico,30.4,82.15,1.0133333333333332,1,0
8168-UQWWF,Si,Mujer,0,No,No,11,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),97.85,1105.4,3.2616666666666663,5,1
8169-SAEJD,No,Hombre,1,Si,No,69,No,Sin servicio telefonico,DSL,Si,Si,No,No,Si,Si,Dos años,No,Tarjeta de credito (automatico),56.55,3952.65,1.885,4,0
8173-RXAYP,No,Mujer,0,Si,Si,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.7,452.55,0.6566666666666666,1,0
8174-LNWMW,No,Mujer,0,No,No,31,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),20.9,689.35,0.6966666666666667,1,0
8174-TBVCF,No,Mujer,0,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),94.8,6859.05,3.1599999999999997,8,0
8178-EYZUO,Si,Hombre,0,No,No,46,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Mensual,Si,Cheque electronico,93.7,4154.8,3.1233333333333335,5,1
8180-AKMJV,No,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),44.55,44.55,1.4849999999999999,1,0
8181-YHCMF,No,Mujer,0,Si,Si,68,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),60.3,4109.0,2.01,5,0
8182-BJDSI,Si,Mujer,0,No,No,28,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Cheque electronico,89.95,2625.55,2.9983333333333335,4,1
8182-PNAGI,Si,Hombre,0,No,No,12,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria (automatico),50.25,593.75,1.675,2,1
8183-ONMXC,Si,Mujer,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,No,Cheque electronico,80.75,159.45,2.691666666666667,2,1
8184-WMOFI,No,Hombre,0,Si,Si,62,Si,No,DSL,Si,No,Si,Si,No,Si,Anual,No,Tarjeta de credito (automatico),71.4,4487.3,2.3800000000000003,5,0
8185-UPYBR,Si,Hombre,0,Si,No,6,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,75.5,438.0,2.5166666666666666,2,1
8189-DUKMV,No,Mujer,0,Si,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),20.5,79.05,0.6833333333333333,1,0
8189-HBVRW,No,Mujer,0,No,No,53,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mensual,No,Cheque electronico,90.8,4921.2,3.0266666666666664,5,0
8189-XRIKE,No,Mujer,1,No,No,32,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electronico,90.95,2897.95,3.0316666666666667,3,0
8190-ZTQFB,No,Hombre,0,No,No,41,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Anual,Si,Cheque electronico,51.35,2075.1,1.7116666666666667,3,0
8191-XWSZG,No,Mujer,0,No,No,52,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,20.65,1022.95,0.6883333333333332,1,0
8194-PEEBY,No,Mujer,0,Si,Si,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.9,533.5,0.6633333333333333,1,0
8197-BFWVU,No,Mujer,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),93.25,6688.95,3.1083333333333334,8,0
8198-RKSZG,No,Mujer,0,Si,Si,14,Si,Si,DSL,No,Si,No,Si,Si,Si,Mensual,No,Tarjeta de credito (automatico),80.45,1137.05,2.6816666666666666,6,0
8199-ZLLSA,Si,Hombre,0,No,No,67,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),118.35,7804.15,3.945,8,1
8200-KLNYW,No,Mujer,0,Si,No,21,Si,No,DSL,Si,No,Si,Si,Si,Si,Anual,No,Cheque por correo,80.9,1714.95,2.6966666666666668,6,0
8200-LGKSR,No,Hombre,0,Si,No,71,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Cheque electronico,83.2,6126.1,2.7733333333333334,7,0
8201-AAXCB,No,Hombre,0,Si,Si,25,Si,Si,DSL,No,No,No,No,Si,No,Mensual,No,Cheque electronico,60.35,1404.65,2.0116666666666667,3,0
8203-XJZRC,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.25,20.25,0.675,1,0
8204-TIFGJ,No,Mujer,0,No,No,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Transferencia bancaria (automatico),20.3,470.6,0.6766666666666666,1,0
8204-YJCLA,No,Hombre,1,Si,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),64.8,4732.35,2.1599999999999997,6,0
8205-MQUGY,No,Hombre,0,Si,Si,12,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,49.2,571.15,1.6400000000000001,2,0
8205-OTCHB,Si,Hombre,0,No,No,22,No,Sin servicio telefonico,DSL,No,Si,Si,No,No,Si,Anual,Si,Transferencia bancaria (automatico),43.75,903.6,1.4583333333333333,3,1
8205-VSLRB,No,Hombre,0,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,Si,Dos años,No,Tarjeta de credito (automatico),77.3,5498.2,2.5766666666666667,6,0
8207-DMRVL,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),114.55,8306.05,3.8183333333333334,8,0
8207-VVMYB,No,Mujer,0,Si,No,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),26.0,2006.95,0.8666666666666667,2,0
8208-EUMTE,No,Hombre,0,No,No,16,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,54.85,916.15,1.8283333333333334,5,0
8212-CRQXP,No,Mujer,0,Si,No,22,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de credito (automatico),80.0,1706.45,2.6666666666666665,2,0
8212-DJRCH,No,Hombre,0,Si,Si,5,Si,No,Fibra optica,Si,No,Si,No,No,Si,Mensual,Si,Cheque por correo,90.35,434.5,3.0116666666666663,4,0
8213-TAZPM,No,Mujer,0,Si,Si,69,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),108.75,7493.05,3.625,7,0
8215-NGSPE,No,Mujer,0,Si,Si,42,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,20.0,833.55,0.6666666666666666,1,0
8216-AZUUZ,No,Mujer,0,Si,Si,42,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Dos años,Si,Cheque electronico,100.4,4303.65,3.3466666666666667,5,0
8217-QYOHV,No,Hombre,0,No,No,5,Si,No,DSL,Si,No,No,Si,No,No,Mensual,Si,Cheque por correo,55.75,266.95,1.8583333333333334,3,0
8218-FFJDS,No,Mujer,0,Si,No,72,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),86.4,6058.95,2.8800000000000003,7,0
8219-VYBVI,No,Hombre,0,No,Si,39,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,25.0,1004.35,0.8333333333333334,2,0
8220-OCUFY,No,Mujer,0,No,No,21,Si,No,DSL,Si,No,Si,Si,No,No,Anual,Si,Cheque electronico,60.25,1258.35,2.0083333333333333,4,0
8221-EQDGL,No,Hombre,0,Si,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque por correo,61.0,2130.45,2.033333333333333,4,0
8221-HVAYI,No,Hombre,0,Si,Si,35,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,Si,Tarjeta de credito (automatico),69.15,2490.15,2.305,6,0
8224-DWCKX,No,Hombre,1,No,No,12,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),73.3,828.05,2.4433333333333334,2,0
8224-IVVPA,No,Mujer,0,No,No,27,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Cheque por correo,56.7,1652.95,1.8900000000000001,3,0
8224-KDLKN,No,Hombre,0,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),25.0,1738.9,0.8333333333333334,2,0
8224-UAXBZ,No,Mujer,0,Si,No,58,No,Sin servicio telefonico,DSL,Si,Si,No,No,Si,No,Anual,Si,Cheque electronico,45.35,2540.1,1.5116666666666667,3,0
8225-BTJAU,Si,Hombre,1,No,No,10,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,79.25,793.55,2.6416666666666666,2,1
8226-BXGES,No,Hombre,0,Si,No,64,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Anual,No,Transferencia bancaria (automatico),89.45,5692.65,2.981666666666667,5,0
8229-BUJHX,No,Mujer,0,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),20.5,1500.95,0.6833333333333333,1,0
8229-MYEJZ,No,Mujer,0,No,No,10,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electronico,51.2,498.25,1.7066666666666668,2,0
8229-TNIQA,Si,Mujer,0,No,No,4,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,45.3,196.95,1.51,1,1
8231-BSWXX,No,Hombre,0,No,No,71,Si,Si,Fibra optica,No,Si,No,No,No,No,Anual,Si,Tarjeta de credito (automatico),79.05,5552.5,2.635,3,0
8232-CTLKO,No,Mujer,0,Si,Si,66,Si,No,DSL,Si,No,No,No,Si,No,Dos años,Si,Cheque electronico,59.75,3996.8,1.9916666666666667,3,0
8232-UTFOZ,No,Hombre,0,No,No,69,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.95,1399.35,0.6649999999999999,1,0
8234-GSZYK,No,Hombre,0,No,No,43,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),26.45,1110.05,0.8816666666666666,2,0
8237-ULIXL,No,Mujer,0,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),24.85,1871.85,0.8283333333333334,2,0
8241-JUIQO,No,Mujer,0,No,No,61,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),19.45,1336.35,0.6483333333333333,1,0
8242-JSVBO,No,Hombre,0,No,No,7,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),44.65,322.5,1.4883333333333333,1,0
8242-PDSGJ,No,Hombre,0,Si,No,70,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,No,Dos años,Si,Tarjeta de credito (automatico),39.15,2692.75,1.305,3,0
8242-SOQUO,No,Mujer,1,No,No,5,Si,No,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque electronico,84.7,392.5,2.8233333333333333,3,0
8245-UMPYT,Si,Mujer,1,No,No,16,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,96.4,1581.2,3.2133333333333334,4,1
8246-SHFGA,No,Hombre,0,No,No,17,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),21.1,385.55,0.7033333333333334,1,0
8249-THVEC,No,Hombre,0,Si,Si,51,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.4,997.75,0.6466666666666666,1,0
8250-ZNGGW,No,Mujer,1,No,No,5,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,No,Tarjeta de credito (automatico),59.9,287.85,1.9966666666666666,4,0
8257-RZAHR,Si,Mujer,0,Si,No,14,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automatico),64.7,941.0,2.1566666666666667,4,1
8258-GSTJK,Si,Hombre,1,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,77.0,237.75,2.566666666666667,2,1
8259-DZLIZ,No,Mujer,0,Si,Si,64,Si,Si,DSL,No,Si,No,No,No,No,Anual,Si,Transferencia bancaria (automatico),53.85,3399.85,1.7950000000000002,3,0
8259-NFJTV,No,Mujer,0,Si,Si,7,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque por correo,34.65,246.6,1.155,2,0
8260-NGFNY,Si,Mujer,0,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,25.2,25.2,0.84,0,1
8261-GWDBQ,No,Mujer,1,Si,No,60,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),116.05,6925.9,3.868333333333333,8,0
8262-COGGB,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.45,20.45,0.6816666666666666,1,0
8263-JQAIK,Si,Hombre,1,No,No,2,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,24.45,47.5,0.815,0,1
8263-OKETD,No,Mujer,0,No,No,20,Si,Si,DSL,No,Si,No,Si,No,Si,Mensual,Si,Tarjeta de credito (automatico),68.9,1370.35,2.296666666666667,5,0
8263-QMNTJ,No,Hombre,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electronico,115.55,8425.3,3.8516666666666666,8,0
8265-HKSOW,No,Mujer,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de credito (automatico),107.45,7658.3,3.5816666666666666,7,0
8266-VBFQL,No,Hombre,0,No,No,4,Si,No,Fibra optica,No,No,Si,Si,No,Si,Mensual,Si,Cheque electronico,90.4,356.65,3.0133333333333336,4,0
8267-KFGYD,No,Hombre,0,No,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,21.05,21.05,0.7016666666666667,1,0
8267-ZNYVZ,Si,Mujer,0,Si,No,33,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Cheque electronico,103.75,3361.05,3.4583333333333335,6,1
8268-YDIXR,No,Hombre,0,Si,No,56,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Anual,Si,Cheque electronico,93.15,5253.95,3.105,5,0
8270-RKSAP,No,Hombre,0,No,No,9,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.5,597.9,2.35,1,0
8272-ONJLV,No,Hombre,0,No,No,12,Si,No,Fibra optica,No,No,Si,No,Si,Si,Anual,No,Cheque electronico,95.7,1184.0,3.19,4,0
8276-MQBYC,Si,Hombre,1,No,No,51,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,97.8,4913.3,3.26,5,1
8277-RVRSV,No,Mujer,0,Si,Si,33,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),24.15,800.3,0.8049999999999999,2,0
8280-MQRQN,Si,Mujer,0,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque por correo,50.45,50.45,1.6816666666666669,2,1
8285-ABVLB,No,Mujer,0,Si,No,70,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.85,1328.35,0.6616666666666667,1,0
8286-AFUYI,No,Hombre,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque electronico,47.95,47.95,1.5983333333333334,2,0
8290-YWKHZ,Si,Mujer,1,Si,No,32,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,93.2,2931.0,3.106666666666667,4,1
8292-FRFZQ,No,Mujer,0,No,No,39,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Anual,No,Transferencia bancaria (automatico),41.15,1700.9,1.3716666666666666,3,0
8292-ITGYJ,No,Mujer,0,Si,Si,45,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),24.65,1138.8,0.8216666666666667,2,0
8292-TYSPY,Si,Hombre,0,No,No,19,Si,No,DSL,No,No,Si,Si,No,No,Mensual,Si,Tarjeta de credito (automatico),55.0,1046.5,1.8333333333333333,3,1
8294-UIMBA,No,Mujer,0,No,No,30,Si,No,Fibra optica,No,No,No,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),94.4,2638.1,3.146666666666667,4,0
8295-FHIVV,No,Hombre,0,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,19.4,168.65,0.6466666666666666,1,0
8295-KMENE,No,Mujer,0,Si,Si,59,Si,Si,DSL,Si,No,Si,Si,Si,No,Dos años,Si,Cheque por correo,76.45,4519.5,2.5483333333333333,6,0
8305-VHZBZ,Si,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.2,20.2,0.6733333333333333,1,1
8309-IEYJD,No,Mujer,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.6,70.6,2.353333333333333,1,0
8309-PPCED,No,Mujer,0,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),110.45,7982.5,3.6816666666666666,7,0
8311-UEUAB,No,Mujer,0,Si,Si,67,Si,Si,DSL,Si,No,No,No,Si,Si,Dos años,Si,Cheque electronico,75.5,5229.45,2.5166666666666666,5,0
8313-AFGBW,No,Hombre,0,Si,No,47,Si,No,DSL,No,Si,Si,No,Si,Si,Dos años,No,Cheque electronico,73.6,3522.65,2.453333333333333,5,0
8313-KTIHG,No,Hombre,0,No,No,4,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,Cheque electronico,61.3,249.4,2.0433333333333334,3,0
8313-NDOIA,No,Mujer,0,No,No,24,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,104.15,2494.65,3.4716666666666667,6,0
8314-DPQHL,No,Hombre,0,No,No,9,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,Si,Anual,No,Cheque por correo,50.8,463.6,1.6933333333333331,4,0
8314-HTWVE,No,Mujer,0,Si,Si,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.85,144.15,0.6616666666666667,1,0
8316-BBQAY,No,Mujer,0,No,No,65,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),59.95,3921.1,1.9983333333333335,5,0
8317-BVKSO,No,Hombre,0,No,No,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electronico,20.05,299.3,0.6683333333333333,1,0
